,satisfaction_level,average_montly_hours,promotion_last_5years,high,low,medium,0
6649,0.77,281,0,0,1,0,
13158,0.94,196,0,0,0,1,
1526,0.82,248,0,0,1,0,1.0
7084,0.69,227,0,0,1,0,
6412,0.23,140,0,0,0,1,
7072,0.62,151,0,0,0,1,
345,0.1,278,0,1,0,0,0.0
12038,0.11,306,0,0,1,0,
13679,0.59,166,0,0,1,0,
11230,0.99,142,0,1,0,0,
11072,1.0,264,0,0,0,1,
657,0.43,130,0,1,0,0,0.0
10271,0.79,152,0,0,1,0,
5041,0.97,151,1,0,0,1,
3546,0.29,189,0,0,1,0,0.0
11803,0.63,171,0,0,1,0,
2873,0.77,182,0,0,0,1,0.0
3426,0.83,267,0,1,0,0,0.0
3009,0.95,251,0,0,1,0,0.0
14724,0.11,293,0,0,1,0,
14074,0.59,176,0,0,0,1,
14166,0.83,255,0,0,1,0,
12491,0.39,151,0,0,0,1,
6571,0.5,207,0,0,1,0,
11402,0.67,231,1,0,0,1,
11786,0.81,132,0,1,0,0,
9837,0.86,162,0,0,1,0,
3137,0.72,152,0,0,1,0,0.0
4716,0.8,168,0,0,1,0,
13248,0.72,237,0,0,1,0,
8233,0.14,259,0,0,0,1,
10506,0.84,246,0,0,0,1,
8892,0.18,165,0,0,0,1,
58,0.38,128,0,0,1,0,0.0
5974,0.73,266,0,0,0,1,
13772,0.73,245,0,0,0,1,
4602,0.95,242,0,0,1,0,
7233,0.71,221,0,0,1,0,
10342,0.66,268,0,1,0,0,
6690,0.92,137,0,0,1,0,
6422,0.77,140,0,0,0,1,
7775,0.67,192,0,0,1,0,
7476,0.65,229,0,1,0,0,
1616,0.37,156,0,0,1,0,0.0
12700,0.46,143,0,0,0,1,
2360,0.19,142,0,0,1,0,0.0
6547,0.15,255,0,1,0,0,
1337,0.41,143,0,0,1,0,0.0
13137,0.77,189,0,0,1,0,
12568,0.44,134,0,0,0,1,
10154,0.72,134,0,0,0,1,
4722,0.5,133,0,0,1,0,
13539,0.5,178,0,0,0,1,
13300,0.72,156,0,0,0,1,
12678,0.43,158,0,0,1,0,
3096,0.71,238,0,0,1,0,0.0
13914,0.59,214,0,0,1,0,
11418,0.75,237,0,0,1,0,
7746,0.55,180,0,0,1,0,
9179,0.84,180,0,0,1,0,
6847,0.54,183,0,0,1,0,
5431,0.7,234,0,0,0,1,
6475,1.0,227,0,0,0,1,
2554,0.43,108,0,0,1,0,0.0
10452,0.76,198,0,0,1,0,
3080,0.76,242,0,0,0,1,0.0
3595,0.32,272,0,0,1,0,0.0
2033,0.75,175,0,0,1,0,0.0
5882,0.59,169,0,0,1,0,
9312,0.59,266,0,0,0,1,
11348,0.14,142,0,1,0,0,
3117,0.75,138,0,0,0,1,0.0
2707,0.83,165,0,0,1,0,0.0
5811,0.55,237,0,0,1,0,
8644,0.72,147,0,0,0,1,
7042,0.53,189,0,0,1,0,
2375,0.72,160,0,0,0,1,0.0
3815,0.74,200,0,0,0,1,0.0
13335,0.29,271,0,0,0,1,
11490,0.64,157,0,0,1,0,
4107,0.55,254,0,0,0,1,1.0
12121,0.4,135,0,0,1,0,
7842,0.49,225,0,1,0,0,
3320,0.21,104,0,0,1,0,0.0
6458,0.67,181,0,1,0,0,
6946,0.59,168,0,0,0,1,
585,0.4,139,0,0,1,0,1.0
3994,0.63,160,0,0,0,1,0.0
13653,0.59,189,0,0,0,1,
6723,0.65,226,0,0,0,1,
14492,0.27,301,0,0,1,0,
11641,0.22,159,0,0,1,0,
10111,0.22,131,0,0,1,0,
4838,0.46,165,0,0,1,0,
2026,0.56,201,0,0,0,1,0.0
3495,0.66,186,0,0,0,1,0.0
14638,0.55,180,0,0,0,1,
13130,0.54,153,0,0,1,0,
1950,0.85,247,0,0,1,0,0.0
3519,0.64,274,0,0,1,0,1.0
1711,0.42,143,0,0,1,0,0.0
14080,0.53,167,0,0,0,1,
5441,0.5,216,0,0,0,1,
10790,0.38,171,0,0,0,1,
3473,0.13,175,0,0,1,0,0.0
9074,0.89,186,0,0,0,1,
2352,0.54,100,0,0,1,0,0.0
10027,0.88,239,0,0,1,0,
14983,0.72,257,0,0,0,1,
7438,0.52,219,0,0,0,1,
1451,0.78,260,0,0,1,0,0.0
3,0.72,223,0,0,1,0,0.0
5192,0.73,236,0,0,1,0,
10303,0.7,194,0,0,1,0,
8466,0.52,264,0,0,0,1,
11828,0.42,173,0,0,0,1,
12370,0.37,142,0,0,1,0,
9537,0.93,189,0,0,0,1,
1349,0.87,221,0,0,0,1,0.0
3720,0.98,203,0,0,0,1,0.0
2667,0.53,151,0,0,1,0,0.0
7718,0.93,212,0,0,0,1,
11158,0.69,172,0,0,0,1,
13144,0.58,274,1,0,0,1,
3048,0.82,285,0,0,1,0,0.0
1251,0.43,151,0,0,1,0,0.0
10525,0.75,244,0,0,1,0,
7313,0.31,169,0,0,1,0,
13057,0.48,136,0,0,1,0,
7326,0.81,262,0,0,0,1,
13524,0.5,214,0,0,1,0,
6496,0.86,156,0,0,1,0,
193,0.09,249,0,0,0,1,1.0
3925,0.14,273,0,0,0,1,0.0
2868,0.59,156,0,0,0,1,0.0
1562,0.44,148,0,0,1,0,0.0
204,0.87,254,0,0,1,0,0.0
8094,0.65,148,0,0,1,0,
14971,0.39,140,0,0,0,1,
9847,0.6,161,0,1,0,0,
786,0.78,225,0,0,1,0,0.0
9987,0.79,195,0,0,1,0,
2811,0.87,268,0,0,1,0,0.0
8724,0.82,200,0,0,0,1,
14016,0.44,175,0,0,1,0,
133,0.44,138,0,0,1,0,1.0
6899,0.86,166,0,0,0,1,
13040,0.53,274,0,0,0,1,
11558,0.72,242,0,0,0,1,
5939,0.86,261,0,0,0,1,
9128,0.79,232,0,0,1,0,
14967,0.43,128,0,0,1,0,
5462,0.67,256,0,0,1,0,
7916,0.7,265,0,0,0,1,
636,0.44,140,0,0,1,0,0.0
14795,0.41,154,1,0,0,1,
13981,0.88,218,0,0,1,0,
346,0.81,253,0,0,1,0,0.0
9518,0.52,151,0,0,1,0,
7126,0.93,188,0,0,1,0,
3151,0.79,200,0,0,0,1,0.0
7016,0.58,100,0,0,1,0,
9210,0.91,223,0,0,1,0,
7057,0.18,206,0,1,0,0,
12497,0.59,263,0,0,0,1,
5309,0.54,251,0,0,1,0,
7687,0.26,238,0,0,0,1,
963,0.37,140,0,0,0,1,0.0
6271,0.48,132,0,0,1,0,
855,0.42,156,0,0,0,1,0.0
12927,0.98,165,0,0,0,1,
9859,0.72,243,0,0,1,0,
14385,0.7,274,0,0,1,0,
14823,0.37,138,0,0,0,1,
5480,0.72,256,0,0,0,1,
10841,0.71,271,0,0,1,0,
8936,0.98,198,0,0,0,1,
7903,0.6,226,0,0,0,1,
5131,0.91,228,0,0,1,0,
1974,0.36,152,0,0,0,1,0.0
12026,0.82,239,0,0,1,0,
5568,0.71,157,0,0,1,0,
1709,0.1,269,0,0,0,1,0.0
2428,0.65,250,0,0,1,0,0.0
14324,0.9,258,0,0,0,1,
10262,0.77,246,0,0,1,0,
860,0.79,218,0,0,1,0,1.0
8084,0.67,235,0,0,1,0,
7228,0.99,190,0,0,0,1,
14896,0.75,223,0,0,0,1,
7399,0.7,194,0,0,1,0,
5995,0.79,230,0,0,1,0,
13343,0.43,129,0,0,0,1,
6328,0.6,269,0,0,0,1,
7584,0.51,269,0,0,1,0,
544,0.43,135,0,0,0,1,0.0
1627,0.38,146,0,0,0,1,0.0
1848,0.78,274,0,0,1,0,0.0
13678,0.55,150,1,0,1,0,
8643,0.88,262,0,0,0,1,
7145,0.53,272,0,0,0,1,
5000,0.35,186,0,0,1,0,
13818,0.77,214,0,1,0,0,
4971,0.63,155,0,0,0,1,
5357,0.53,184,0,0,0,1,
5943,0.68,226,0,1,0,0,
4598,0.95,180,0,1,0,0,
13011,0.48,211,0,0,1,0,
4845,0.54,155,0,0,1,0,
12322,0.61,253,0,0,1,0,
71,0.09,275,0,0,0,1,0.0
5673,0.76,161,0,1,0,0,
12747,0.43,130,0,0,1,0,
5038,0.91,192,1,0,0,1,
10635,0.21,270,0,1,0,0,
11449,0.5,267,0,1,0,0,
5679,0.21,229,0,0,0,1,
7658,0.55,199,0,0,1,0,
14366,0.11,304,0,0,1,0,
11473,0.28,281,0,0,0,1,
8356,0.95,283,0,0,1,0,
9749,0.59,149,0,0,1,0,
1868,0.44,133,0,0,0,1,0.0
6471,0.6,134,0,0,1,0,
1650,0.77,238,0,0,1,0,0.0
13645,0.78,202,0,0,0,1,
6262,0.88,226,0,0,1,0,
10851,0.5,170,0,0,1,0,
2908,0.73,259,0,0,0,1,1.0
9138,0.96,160,0,0,1,0,
9852,0.68,185,0,0,0,1,
7965,0.9,137,0,0,1,0,
1097,0.38,134,0,0,1,0,0.0
11219,0.48,275,1,0,0,1,
12009,0.42,142,0,0,1,0,
8219,0.9,273,0,0,0,1,
5834,0.97,241,0,0,0,1,
13426,0.52,261,1,0,1,0,
5984,0.96,158,0,1,0,0,
9356,0.77,181,0,0,1,0,
14988,0.46,145,0,0,1,0,
1603,0.44,145,0,0,1,0,0.0
3344,0.64,98,0,0,0,1,0.0
11863,0.59,176,0,0,0,1,
13391,0.92,225,1,0,0,1,
405,0.47,254,0,0,1,0,0.0
12281,0.27,301,0,0,1,0,
1237,0.74,226,0,0,0,1,0.0
2637,0.5,214,0,0,0,1,0.0
5260,0.59,191,0,0,1,0,
12840,0.38,196,0,0,0,1,
6008,0.65,213,0,0,1,0,
8393,0.72,224,0,0,0,1,
11767,0.91,214,0,0,1,0,
11294,0.91,241,0,0,0,1,
5626,0.66,198,0,0,0,1,
7827,0.59,205,0,0,0,1,
6177,0.72,255,0,1,0,0,
3204,0.61,148,0,0,1,0,0.0
7939,0.51,238,0,1,0,0,
8888,0.93,229,0,0,0,1,
4688,0.85,255,0,0,1,0,
6286,0.4,115,0,0,0,1,
49,0.43,147,0,0,1,0,0.0
281,0.27,301,0,0,1,0,0.0
3251,0.66,262,0,0,0,1,1.0
5620,0.5,150,0,1,0,0,
10995,0.67,224,0,0,1,0,
7093,0.94,164,0,0,1,0,
11847,0.62,198,0,0,1,0,
958,0.41,153,0,0,0,1,0.0
2487,0.82,285,0,0,0,1,0.0
9552,0.69,141,0,0,0,1,
10148,0.17,213,0,0,0,1,
9522,0.52,183,0,0,1,0,
6864,0.23,194,0,0,0,1,
8786,0.98,140,0,0,1,0,
8346,0.28,221,0,1,0,0,
5042,0.75,231,1,0,0,1,
7571,0.6,201,0,0,0,1,
4074,0.68,266,0,0,0,1,0.0
2947,0.8,172,0,0,0,1,0.0
12606,0.38,161,0,0,0,1,
2306,0.8,232,0,0,1,0,0.0
5930,0.65,266,0,0,1,0,
1553,0.82,220,0,0,0,1,0.0
1624,0.89,217,0,0,0,1,0.0
13290,0.73,216,0,0,0,1,
9636,0.68,169,0,0,1,0,
11,0.11,305,0,0,1,0,0.0
2521,0.8,268,0,0,0,1,0.0
3257,0.7,224,0,0,0,1,0.0
6978,0.8,159,0,0,0,1,
5744,0.75,274,0,0,0,1,
11664,0.89,265,0,0,1,0,
9529,0.51,225,0,0,1,0,
14565,0.33,219,0,0,1,0,
11602,0.59,162,0,1,0,0,
487,0.19,192,0,0,1,0,0.0
13430,0.48,275,1,0,0,1,
12612,0.37,138,0,0,0,1,
4630,0.24,228,0,1,0,0,
7864,0.8,222,0,0,1,0,
9651,0.16,152,0,0,0,1,
6686,0.91,145,0,0,0,1,
5777,0.95,153,0,0,1,0,
3330,0.82,195,0,1,0,0,0.0
2279,0.96,232,0,0,1,0,0.0
7369,0.22,209,0,0,0,1,
14810,0.11,307,0,0,1,0,
8590,0.47,100,0,0,1,0,
14164,0.48,143,0,0,0,1,
11517,0.49,215,0,0,0,1,
4523,0.69,215,0,0,1,0,
12670,0.11,245,0,0,1,0,
7456,0.99,166,0,0,1,0,
14105,0.82,266,1,1,0,0,
11320,0.57,269,0,0,0,1,
5766,0.72,202,0,0,1,0,
2825,0.64,142,0,0,1,0,0.0
4187,0.24,282,0,0,0,1,0.0
3757,0.63,192,0,1,0,0,0.0
9883,0.88,261,0,0,1,0,
6467,0.77,272,0,0,1,0,
4980,0.89,174,0,0,1,0,
5574,0.22,212,0,0,0,1,
12775,0.39,158,0,0,1,0,
2264,0.47,192,0,0,1,0,0.0
8353,0.88,159,0,1,0,0,
4153,0.78,219,0,0,0,1,0.0
1543,0.77,237,0,0,0,1,0.0
9208,0.8,220,0,0,1,0,
4737,0.55,152,1,0,0,1,
9650,0.58,196,0,0,1,0,
1820,0.43,136,0,0,0,1,0.0
10302,0.69,178,0,0,1,0,
11945,0.94,268,0,0,0,1,
7359,0.79,252,0,0,0,1,
1770,0.84,250,0,0,1,0,1.0
1866,0.45,159,0,1,0,0,0.0
13200,0.17,240,0,0,1,0,
10745,0.84,199,0,0,0,1,
13093,0.94,241,0,0,1,0,
4800,0.95,216,0,0,1,0,
13291,0.48,271,0,0,0,1,
1433,0.41,136,0,0,0,1,0.0
1599,0.41,144,0,0,1,0,0.0
161,0.9,243,0,0,1,0,0.0
7630,0.55,209,0,0,1,0,
10016,0.61,187,0,0,0,1,
12064,0.11,286,0,0,0,1,
13625,0.89,258,0,0,0,1,
4717,0.64,153,0,0,1,0,
4471,0.68,264,0,0,1,0,1.0
227,0.44,149,0,0,1,0,0.0
1132,0.77,150,0,0,1,0,0.0
13199,0.32,266,0,0,1,0,
11796,0.64,246,1,1,0,0,
3485,0.56,192,0,0,1,0,0.0
13143,0.13,198,0,0,0,1,
8350,0.89,203,0,1,0,0,
12260,0.46,154,0,0,0,1,
10717,0.71,143,0,0,0,1,
8619,0.58,180,0,1,0,0,
9942,0.78,156,0,0,1,0,
3561,0.95,286,0,0,1,0,1.0
7712,0.6,272,0,0,1,0,
5061,0.9,253,0,0,0,1,
7740,0.5,191,0,0,1,0,
4115,0.83,171,0,0,0,1,0.0
4168,0.45,122,0,1,0,0,0.0
10159,0.64,248,0,0,0,1,
12628,0.72,244,0,0,1,0,
11936,0.53,225,1,1,0,0,
10884,0.67,254,0,0,1,0,
8319,0.93,137,0,0,1,0,
13401,0.28,97,0,0,1,0,
2824,0.2,244,0,0,1,0,0.0
10906,1.0,189,0,0,1,0,
9668,0.24,213,0,0,0,1,
2122,0.79,237,0,0,1,0,0.0
6764,0.86,163,0,0,0,1,
2687,0.49,263,0,0,0,1,0.0
5499,0.84,189,0,0,0,1,
12377,0.44,158,0,0,0,1,
6288,0.81,149,0,0,0,1,
9003,0.59,275,0,0,0,1,
4756,0.88,137,0,0,1,0,
13038,0.65,252,0,1,0,0,
2385,0.9,179,0,0,1,0,0.0
109,0.4,155,0,0,0,1,0.0
11920,0.19,127,0,0,1,0,
5627,0.65,267,0,0,0,1,
10755,0.29,183,0,0,1,0,
3208,0.95,155,0,0,1,0,0.0
10762,0.84,159,0,0,1,0,
14304,0.46,129,0,0,1,0,
3072,0.15,199,0,0,0,1,0.0
3490,0.71,161,0,0,1,0,1.0
3475,0.63,145,0,0,1,0,0.0
6373,0.16,196,0,0,0,1,
6893,0.86,212,0,0,0,1,
3705,0.7,181,0,0,1,0,0.0
3343,0.66,252,0,0,0,1,0.0
10282,0.91,259,0,1,0,0,
10321,0.89,269,0,0,0,1,
3814,0.62,261,0,0,1,0,0.0
6510,0.62,271,0,0,0,1,
11967,0.82,148,0,0,1,0,
11792,0.56,265,0,0,0,1,
4511,0.49,183,1,0,0,1,
10005,0.72,238,0,0,0,1,
3678,0.92,154,0,0,1,0,0.0
7600,0.73,152,0,0,0,1,
12383,0.38,159,0,0,0,1,
10733,0.61,224,0,0,1,0,
14922,0.11,286,0,0,1,0,
2578,0.53,157,0,0,1,0,0.0
10645,0.78,192,0,0,1,0,
5708,0.86,136,0,0,0,1,
5282,0.69,234,0,0,0,1,
14330,0.4,132,0,0,1,0,
2095,0.54,282,0,0,0,1,0.0
12169,0.45,158,0,0,1,0,
10241,0.98,186,0,0,0,1,
9442,0.99,212,0,0,1,0,
12140,0.09,245,0,0,1,0,
7307,0.54,139,0,0,1,0,
347,0.11,282,0,0,0,1,0.0
7248,0.57,252,0,0,0,1,
9081,0.61,164,0,0,0,1,
2609,0.63,247,0,0,0,1,0.0
8177,0.49,286,0,0,1,0,
10720,0.52,271,0,0,0,1,
2686,0.5,147,0,0,1,0,0.0
851,0.37,128,0,0,0,1,0.0
12046,0.4,147,0,0,1,0,
4983,0.14,266,0,0,1,0,
7843,0.59,199,0,1,0,0,
9339,0.96,152,0,0,1,0,
14723,0.09,259,0,0,1,0,
493,0.1,309,0,0,0,1,0.0
4492,0.86,170,0,0,1,0,0.0
7118,0.85,267,0,0,1,0,
8306,0.27,97,0,0,0,1,
11592,0.95,240,0,0,0,1,
1420,0.44,145,0,0,1,0,0.0
13658,0.52,168,0,0,0,1,
1733,0.42,160,0,0,1,0,0.0
3615,0.75,102,0,0,0,1,0.0
13051,0.63,180,0,0,1,0,
3186,0.94,147,0,0,0,1,0.0
7912,0.46,119,0,0,0,1,
866,0.41,128,0,0,1,0,0.0
6823,0.5,135,0,0,0,1,
67,0.9,264,0,0,0,1,0.0
7519,0.18,264,0,1,0,0,
10556,0.9,252,0,0,0,1,
1734,0.11,275,0,0,1,0,0.0
13463,0.76,147,0,0,0,1,
11529,0.97,164,0,1,0,0,
4146,0.18,140,0,0,1,0,0.0
9282,0.12,200,0,0,1,0,
13332,0.53,181,0,0,1,0,
14662,0.85,248,0,0,0,1,
287,0.11,292,1,0,1,0,0.0
1983,0.43,136,0,1,0,0,0.0
12906,0.6,201,0,0,0,1,
2433,0.87,137,0,0,1,0,0.0
9765,0.6,104,0,0,0,1,
4765,0.98,273,0,0,1,0,
12218,0.43,131,0,0,1,0,
11009,0.81,217,0,0,0,1,
7068,0.32,116,0,1,0,0,
12863,0.19,278,0,0,1,0,
6484,0.23,163,0,0,0,1,
352,0.91,262,0,0,1,0,0.0
8240,0.76,195,0,0,1,0,
3862,0.69,201,0,0,1,0,0.0
9372,0.22,178,0,0,1,0,
4771,0.52,218,0,0,0,1,
14296,0.11,305,0,0,1,0,
1913,0.42,147,0,0,1,0,0.0
13665,0.2,113,0,1,0,0,
1167,0.43,127,0,0,0,1,0.0
1894,0.11,268,0,0,0,1,0.0
14841,0.1,286,0,0,1,0,
3493,0.63,243,0,0,0,1,1.0
9527,0.72,218,0,0,1,0,
5772,0.77,271,0,0,1,0,
5897,0.57,156,0,0,0,1,
505,0.11,289,0,0,0,1,1.0
5661,0.45,151,0,0,0,1,
14980,0.76,238,0,1,0,0,
14113,0.93,255,0,0,0,1,
14075,0.77,217,0,0,0,1,
13847,0.41,221,0,0,0,1,
1893,0.1,302,0,0,0,1,0.0
5835,0.96,214,0,0,1,0,
7157,0.89,167,0,0,1,0,
10061,0.96,215,0,0,1,0,
7873,0.18,219,0,0,0,1,
11111,0.94,204,0,0,1,0,
12719,0.8,260,0,0,1,0,
5177,0.88,267,0,0,1,0,
6858,0.94,175,0,0,1,0,
5035,0.54,137,1,0,0,1,
1148,0.39,156,0,0,1,0,1.0
7462,0.32,138,0,0,0,1,
4369,0.84,253,0,0,1,0,0.0
4156,0.74,140,0,0,0,1,0.0
8087,0.58,226,0,0,1,0,
12729,0.09,282,0,0,0,1,
6206,0.48,146,0,0,0,1,
176,0.41,148,0,0,1,0,1.0
12914,0.84,211,0,0,0,1,
14884,0.78,274,0,0,1,0,
11419,0.64,157,0,0,1,0,
6134,0.65,196,0,0,0,1,
4739,0.48,113,0,0,0,1,
5860,0.9,236,0,0,0,1,
13784,0.24,263,0,1,0,0,
286,0.11,306,0,0,1,0,0.0
8937,0.9,185,0,0,0,1,
10177,0.73,222,0,1,0,0,
7689,0.16,196,0,1,0,0,
10151,0.59,195,0,0,0,1,
640,0.37,128,0,0,1,0,1.0
7289,0.7,173,0,0,0,1,
13829,0.49,175,0,0,0,1,
12932,0.78,207,0,0,0,1,
11216,0.5,163,1,0,0,1,
7647,0.34,136,0,0,0,1,
6849,0.85,147,0,0,1,0,
808,0.71,300,0,0,0,1,0.0
12943,0.28,191,0,1,0,0,
4629,0.9,114,0,1,0,0,
4084,0.59,227,0,0,1,0,0.0
9264,0.51,224,0,0,0,1,
9115,0.99,183,0,0,0,1,
3800,0.8,234,0,0,1,0,0.0
3782,0.83,220,0,0,1,0,0.0
5784,0.65,277,0,0,0,1,
13212,0.7,138,0,0,1,0,
1321,0.62,131,0,0,1,0,0.0
8243,0.68,255,0,0,1,0,
2145,0.97,167,0,0,1,0,0.0
12996,0.94,221,0,0,0,1,
907,0.09,291,0,0,1,0,0.0
13086,0.66,191,0,0,1,0,
4952,0.55,191,0,0,1,0,
10561,0.74,190,0,0,1,0,
6312,0.7,245,0,0,1,0,
6067,0.66,156,0,0,0,1,
7525,0.94,150,0,0,0,1,
12448,0.36,159,0,0,1,0,
6236,0.21,275,0,0,1,0,
13532,0.78,159,0,0,0,1,
1668,0.82,232,0,0,0,1,0.0
10695,0.6,201,0,0,0,1,
9952,0.5,239,0,0,1,0,
8295,0.81,251,0,0,0,1,
11358,0.73,233,0,0,0,1,
2570,0.8,257,0,0,0,1,1.0
60,0.85,226,0,0,0,1,0.0
6943,0.88,249,0,0,0,1,
13381,0.93,241,0,0,0,1,
8594,0.91,262,0,0,1,0,
7156,0.81,166,0,0,1,0,
4175,0.84,215,0,0,1,0,0.0
7580,0.98,235,0,0,1,0,
682,0.11,278,0,0,1,0,0.0
5989,0.43,169,0,1,0,0,
12469,0.41,159,0,0,1,0,
6753,0.9,186,0,0,0,1,
1317,0.37,127,0,0,0,1,0.0
14085,0.73,274,0,1,0,0,
11618,0.49,175,0,0,0,1,
11110,0.44,219,0,0,1,0,
7378,0.44,178,0,1,0,0,
9880,0.51,246,0,0,1,0,
13191,0.77,273,0,1,0,0,
9455,0.49,270,0,0,1,0,
5941,0.28,164,0,0,0,1,
1929,0.45,149,0,0,1,0,0.0
12204,0.87,254,0,0,1,0,
14605,0.42,133,0,0,1,0,
11403,0.48,220,1,0,0,1,
14118,0.66,243,0,0,0,1,
8334,0.5,258,0,0,0,1,
4190,0.76,281,0,0,0,1,0.0
11755,0.88,208,1,1,0,0,
9790,0.72,229,0,0,0,1,
10670,0.58,167,0,0,0,1,
7593,0.64,239,0,0,1,0,
5062,0.8,234,0,0,0,1,
9687,0.74,156,0,0,0,1,
5962,0.92,190,0,0,0,1,
8596,0.97,160,0,0,1,0,
1871,0.8,267,0,0,0,1,0.0
78,0.43,157,0,0,1,0,0.0
2197,0.9,150,0,0,1,0,0.0
267,0.45,129,0,1,0,0,0.0
301,0.12,278,0,0,0,1,0.0
8723,0.99,189,0,0,0,1,
4594,0.22,262,0,1,0,0,
4323,0.13,217,0,0,1,0,0.0
9065,0.15,180,0,0,1,0,
1944,0.76,238,0,1,0,0,0.0
5411,0.2,163,0,0,1,0,
12243,0.4,128,0,0,1,0,
7113,0.88,244,0,0,1,0,
6163,0.74,239,0,0,1,0,
2644,0.68,259,0,0,0,1,0.0
6672,0.48,280,0,0,0,1,
8941,0.91,210,0,0,1,0,
5618,0.5,150,0,0,1,0,
14635,0.45,130,0,0,1,0,
10651,0.13,219,0,0,1,0,
6470,0.14,100,0,0,1,0,
14932,0.39,127,0,0,0,1,
9603,0.77,101,0,0,1,0,
9927,0.73,132,0,0,0,1,
3070,0.72,151,0,0,0,1,0.0
7197,0.53,202,0,0,1,0,
667,0.91,274,0,0,1,0,0.0
7410,0.21,227,0,0,0,1,
6051,0.62,215,0,0,0,1,
12824,0.9,175,0,0,0,1,
4035,0.59,146,0,0,0,1,0.0
10133,0.57,142,0,0,0,1,
6308,0.5,171,0,0,1,0,
10993,0.8,161,0,0,1,0,
4580,0.78,157,0,0,0,1,
10517,0.54,255,0,0,0,1,
8953,0.71,261,0,0,1,0,
1891,0.37,138,0,0,1,0,0.0
22,0.09,304,0,0,1,0,0.0
14661,0.81,226,0,0,0,1,
777,0.11,294,0,0,0,1,0.0
5207,0.94,137,0,0,0,1,
3160,0.54,123,0,0,1,0,0.0
2458,0.18,170,0,0,1,0,0.0
11870,0.86,273,0,0,0,1,
8556,0.95,204,0,0,1,0,
9571,0.65,144,0,0,1,0,
116,0.86,263,0,0,0,1,0.0
14676,0.37,152,0,0,0,1,
1224,0.09,301,0,0,1,0,0.0
11387,0.43,186,0,0,1,0,
6366,0.6,157,0,0,0,1,
3789,0.99,140,0,0,1,0,0.0
12419,0.82,223,0,0,0,1,
6971,0.81,102,0,0,0,1,
9963,0.89,258,0,0,0,1,
5361,0.56,255,0,0,0,1,
4405,0.97,235,0,0,1,0,0.0
9471,0.52,160,0,1,0,0,
5407,0.49,229,0,0,1,0,
4010,0.58,180,0,0,0,1,0.0
7457,0.56,197,0,0,0,1,
9578,0.55,249,0,0,0,1,
63,0.36,132,0,0,0,1,1.0
315,0.73,245,0,0,1,0,0.0
7968,0.45,179,0,0,1,0,
13813,0.59,162,0,1,0,0,
8650,0.69,269,0,0,0,1,
2729,0.72,202,0,0,0,1,0.0
5270,0.46,172,0,0,1,0,
7935,0.86,232,0,0,1,0,
13752,0.51,233,0,0,0,1,
4543,0.76,229,1,0,0,1,
9365,0.85,264,0,0,1,0,
4768,0.93,268,0,0,1,0,
2863,0.77,186,0,0,1,0,0.0
13181,0.48,251,0,0,0,1,
14329,0.37,133,0,0,1,0,
12320,0.41,153,0,0,1,0,
9787,0.63,177,0,0,0,1,
9731,0.96,243,0,0,0,1,
2671,0.97,169,0,0,1,0,0.0
11587,0.18,240,0,0,1,0,
12485,0.32,172,0,0,1,0,
3791,0.69,167,0,0,1,0,0.0
9622,0.8,238,0,0,0,1,
6740,0.56,135,0,0,1,0,
13101,0.55,233,0,0,1,0,
2281,0.18,187,0,0,1,0,0.0
10751,0.84,155,0,0,0,1,
10778,0.92,257,1,0,0,1,
10649,0.62,163,0,0,1,0,
12755,0.37,160,0,0,1,0,
5791,0.48,236,0,0,1,0,
14940,0.1,285,0,0,0,1,
3498,0.81,198,0,0,0,1,1.0
11709,0.77,238,0,1,0,0,
5605,0.51,206,0,0,0,1,
11319,0.78,244,0,0,0,1,
7151,0.44,237,0,0,0,1,
8979,0.4,113,0,0,1,0,
4754,0.77,147,0,1,0,0,
8720,0.98,145,0,0,1,0,
8194,0.79,134,0,0,0,1,
1447,0.11,250,0,0,1,0,0.0
8648,0.95,219,0,0,0,1,
9554,0.62,134,0,0,0,1,
523,0.74,239,0,0,1,0,0.0
5609,0.86,237,0,0,1,0,
4404,0.54,257,0,0,1,0,0.0
878,0.38,143,0,0,1,0,0.0
4270,0.85,167,0,0,0,1,0.0
14618,0.09,257,0,0,1,0,
3214,0.93,156,0,0,1,0,0.0
11744,0.48,145,0,0,1,0,
12834,0.95,235,0,0,0,1,
7951,0.72,251,0,0,0,1,
4421,0.59,198,0,0,1,0,0.0
3754,0.19,154,0,1,0,0,0.0
5001,0.66,136,0,0,0,1,
3336,0.8,185,0,0,0,1,0.0
7886,0.8,176,0,1,0,0,
13015,0.66,196,0,0,1,0,
9844,0.51,205,0,1,0,0,
14888,0.39,142,0,0,1,0,
11634,0.77,201,0,1,0,0,
13357,0.95,224,0,0,1,0,
4018,0.66,263,0,0,1,0,0.0
2539,0.68,274,0,0,1,0,0.0
14693,0.77,242,0,0,1,0,
1279,0.85,272,0,0,0,1,0.0
6153,0.65,142,0,1,0,0,
3686,0.61,275,0,0,0,1,0.0
9934,0.58,184,0,0,0,1,
3818,0.39,228,0,0,0,1,0.0
2419,0.97,164,0,0,1,0,0.0
4743,0.78,257,0,1,0,0,
12375,0.73,262,0,0,0,1,
1723,0.11,280,0,0,1,0,0.0
150,0.11,278,0,0,1,0,1.0
9764,0.66,242,0,0,0,1,
7620,0.73,165,0,0,1,0,
541,0.81,254,0,0,1,0,0.0
14961,0.73,189,0,0,1,0,
